entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
Kamala Harris,Left-Leaning,28,1938388,504021,11,176217,9791400,9791400,[TikTok](https://www.tiktok.com/@kamalaharris)
Allie O’Brien,Left-Leaning,4,1936600,-60999,30,64553,10268712,10268712,[TikTok](https://tiktok.com/@allie_202_)
Cory Booker,Left-Leaning,-22,1886664,-1001330,93,20287,10814443,10814443,"[TikTok](https://tiktok.com/@corybooker), [TikTok](https://www.tiktok.com/@senbooker)"
Hawk Podcast,Left-Leaning,20,1885923,333871,207,9111,13855631,13855631,[TikTok](https://tiktok.com/@mdg650hawk7thacct)
NBC Washington,Neutral,16,1872439,264593,219,8550,31394457,31394457,[TikTok](https://www.tiktok.com/@nbcwashington)
Dr. Zachary Rubin,Neutral,33,1806166,599984,80,22577,17647120,17647120,[TikTok](https://www.tiktok.com/@rubin_allergy)
Brian Baez,Left-Leaning,128,1775665,1423514,25,71027,9424783,9424783,[TikTok](https://www.tiktok.com/@mentallydivine)
Dannie D,Left-Leaning,40,1774733,780817,294,6037,12446974,12446974,[TikTok](https://tiktok.com/@dannied01)
The Recount,Left-Leaning,-57,1724761,-5963352,84,20533,23885645,23885645,[TikTok](https://tiktok.com/@therecount)
The Real Cornpop,Left-Leaning,4,1718567,-26967,140,12275,14650822,14650822,[TikTok](https://www.tiktok.com/@therealcornpop)
Crooked Media,Left-Leaning,-7,1675637,-355741,129,12989,17304011,17304011,"[TikTok](https://tiktok.com/@crookedmedia), [TikTok](https://www.tiktok.com/@realpodsaveamerica), [TikTok](https://www.tiktok.com/@itsalexwagner)"
Philip DeFranco,Left-Leaning,60,1623975,943986,19,85472,12367700,12367700,[TikTok](https://www.tiktok.com/@philipdefranco)
Los Angeles Times,Neutral,62,1552517,895404,74,20980,12616552,12616552,[TikTok](https://www.tiktok.com/@latimes)
Good Trouble - Sam Rosenholtz,Left-Leaning,29,1470563,335637,56,26260,8344000,8344000,[TikTok](https://www.tiktok.com/@goodtrouble_)
Hello America,Right-Leaning,-6,1431201,-413784,347,4124,9502047,9502047,[TikTok](https://tiktok.com/@helloamericasup)
Tucker Carlson,Right-Leaning,1,1394447,-300534,29,48084,14860356,14860356,[TikTok](https://tiktok.com/@tuckercarlson)
The Haunted Side,Right-Leaning,72,1281030,686785,88,14557,16461962,16461962,[TikTok](https://www.tiktok.com/@thehauntedside)
Bloomberg Politics,Neutral,-7,1239015,-589928,113,10965,36224544,36224544,[TikTok](https://tiktok.com/@bloombergpolitics)
Nick Shirley,Right-Leaning,8,1220036,-310005,19,64212,15171024,15171024,[TikTok](https://www.tiktok.com/@nickshirleyy)
Josh Greene - Josh the Progressive,Left-Leaning,57,1143567,490944,207,5524,9770316,9770316,[TikTok](https://tiktok.com/@peacefulprogressive)
Yahoo News,Neutral,92,1133122,699205,28,40469,11788275,11788275,[TikTok](https://www.tiktok.com/@yahoonews)
TRT World,Neutral,-44,1107593,-2103861,324,3418,16999757,16999757,[TikTok](https://www.tiktok.com/@trtworld)
Charlie Kirk,Right-Leaning,-37,1103626,-1668494,29,38056,13373600,13373600,[TikTok](https://www.tiktok.com/@thecharliekirkshow)
Don Lemon,Left-Leaning,27,1078141,130684,50,21563,10061082,10061082,[TikTok](https://tiktok.com/@donlemon)
The Krassensteins,Left-Leaning,319,1069989,1013875,17,62941,8873838,8873838,[TikTok](https://www.tiktok.com/@krassenstein)
Greg Johnstone,Left-Leaning,5,1063382,-269249,18,59077,5457833,5457833,[TikTok](https://tiktok.com/@johnstone.gregory)
Andr3wsky,Left-Leaning,-4,1035645,-542478,26,39832,4411600,4411600,[TikTok](https://www.tiktok.com/@andr3wsky)
Walter Masterson,Left-Leaning,7,1027949,-224851,28,36712,5853730,5853730,[TikTok](https://www.tiktok.com/@waltermasterson)
The Wall Street Journal,Neutral,-14,1005434,-737052,60,16757,12682578,12682578,[TikTok](https://www.tiktok.com/@wallstreetjournal)
Piers Morgan Uncensored,Right-Leaning,-33,1004906,-1180675,29,34652,13398300,13398300,[TikTok](https://www.tiktok.com/@piersmorganuncensored)
Alexis Rose Hinkley - Traveling Nurse,Left-Leaning,13,981908,-118352,55,17853,4172010,4172010,[TikTok](https://www.tiktok.com/@travelingnurse)
Kai Trump,Right-Leaning,-37,962497,-1264879,12,80208,11071700,11071700,[TikTok](https://www.tiktok.com/@thekaitrumpgolfer)
Taterbanditnews,Right-Leaning,13,939989,-90640,69,13623,3818407,3818407,[TikTok](https://www.tiktok.com/@sassholehitman)
NPR,Neutral,6,924631,-266658,105,8806,9497106,9497106,[TikTok](https://www.tiktok.com/@npr)
Jared Polis,Left-Leaning,96,912745,540245,27,33805,3750958,3750958,[TikTok](https://www.tiktok.com/@govofco)
The Economist,Neutral,-23,909627,-876425,18,50535,10110988,10110988,[TikTok](https://www.tiktok.com/@theeconomist)
Imani Barbarin - Crutches and Spice,Left-Leaning,34,905600,218247,108,8385,4061713,4061713,[TikTok](https://www.tiktok.com/@crutches_and_spice)
Hal for NY,Left-Leaning,-2,904505,-343301,70,12921,13340442,13340442,[TikTok](https://www.tiktok.com/@hal_for_ny__)
Amanda Tietz,Left-Leaning,-21,886650,-784169,38,23333,5271266,5271266,[TikTok](https://www.tiktok.com/@pottymouthpollyanna)
Maggie Reed,Left-Leaning,65,850326,358992,81,10498,3867711,3867711,[TikTok](https://tiktok.com/@mermaidmamamaggie)
Marcus DiPaola,Neutral,-42,826633,-1310502,32,25832,6567272,6567272,[TikTok](https://tiktok.com/@marcus.dipaola)
Silent Middle Child,Left-Leaning,44,817617,210713,20,40881,4581682,4581682,[TikTok](https://www.tiktok.com/@silentmiddlechild/video)
Fox & Friends,Right-Leaning,16,817423,-22922,70,11677,13744111,13744111,[TikTok](https://www.tiktok.com/@foxandfriends)
David Pakman Show,Left-Leaning,23,760773,2607,150,5072,8175183,8175183,[TikTok](https://tiktok.com/@davidpakmanshow)
Status Coup,Left-Leaning,,759216,,1,759216,2717532,2717532,[TikTok](https://www.tiktok.com/@StatusCoup)
letsdiscusssomething,Left-Leaning,1,739428,-266807,24,30810,4234200,4234200,[TikTok](https://www.tiktok.com/@letsdiscusssomething)
Amanda Nelson,Left-Leaning,13,737597,-102127,62,11897,3295038,3295038,[TikTok](https://www.tiktok.com/@amandasmildtakes)
Doxielvr,Right-Leaning,15,701410,-84598,121,5797,3206217,3206217,[TikTok](https://www.tiktok.com/@doxielvr)
Total Hypocrisy,Left-Leaning,-4,697048,-363019,113,6169,5160280,5160280,[TikTok](https://www.tiktok.com/@totalhypocrisy)
Ed Markey,Left-Leaning,351,681868,648436,16,42617,7200704,7200704,"[TikTok](https://www.tiktok.com/@senmarkey), [TikTok](https://tiktok.com/@ed_markey)"
Abigail Spanberger,Left-Leaning,53,681560,188532,12,56797,3882460,3882460,[TikTok](https://www.tiktok.com/@teamspanberger)
Thiqydusty,Left-Leaning,-18,676839,-583511,38,17812,2786283,2786283,[TikTok](https://www.tiktok.com/@thiqydusty)
Andra Berghoff,Left-Leaning,40,672056,118281,29,23174,4891761,4891761,[TikTok](https://tiktok.com/@hopeyoufindyourdad)
Brad Bernstein,Left-Leaning,79,663507,301867,76,8730,8498249,8498249,[TikTok](https://www.tiktok.com/@bradbernsteinlaw)
Tucker Carlson Network,Right-Leaning,-3,660841,-284086,54,12238,7888311,7888311,[TikTok](https://www.tiktok.com/@tuckercarlsonnetwork)
Megyn Kelly,Right-Leaning,-3,646385,-292429,58,11145,12095101,12095101,[TikTok](https://www.tiktok.com/@megynkellyshow)
Yeganeh Mafaher,Left-Leaning,66,631794,221668,36,17550,4328441,4328441,[TikTok](https://www.tiktok.com/@littleyeg)
Brad Doggett,Left-Leaning,44,626941,120084,13,48226,2730207,2730207,[TikTok](https://www.tiktok.com/@brad.doggett)
Maria Comstock,Left-Leaning,464,613771,604240,19,32304,3846900,3846900,"[TikTok](https://www.tiktok.com/@mariaisabellecomstock), [TikTok](https://www.tiktok.com/@possiblymaria)"
Keith Edwards,Left-Leaning,43,604751,100630,42,14399,3380865,3380865,[TikTok](https://www.tiktok.com/@keithedwards)
Abdalkarim,Neutral,8,594830,-141620,28,21244,1290256,1290256,[TikTok](https://www.tiktok.com/@heyitsmeagainguys)
Ayanna Pressley,Left-Leaning,365,587312,562275,20,29366,20183348,20183348,[TikTok](https://www.tiktok.com/@reppressley)
Ohhh That’s Rich,Left-Leaning,-1,586334,-247363,34,17245,3178978,3178978,[TikTok](https://www.tiktok.com/@ohhthatsrich)
Jesse Watters,Right-Leaning,9,576125,-87573,66,8729,6158930,6158930,[TikTok](https://tiktok.com/@jessebwatters)
Nick Muller,Left-Leaning,75,572315,239300,39,14675,2737613,2737613,[TikTok](https://www.tiktok.com/@nickmuller703)
Teacher Sandra,Neutral,,570719,,1,570719,2989667,2989667,[TikTok](https://www.tiktok.com/@teachersandra03)
Alicia Luncheon,Left-Leaning,65,568772,202361,30,18959,3113126,3113126,[TikTok](https://tiktok.com/@theluncheonlawyer)
Matt Bernstein,Left-Leaning,,564535,,4,141134,2621500,2621500,[TikTok](https://tiktok.com/@mattxiv)
Brenna Pérez,Left-Leaning,-93,564421,-2778202,28,20158,3500516,3500516,[TikTok](https://www.tiktok.com/@perezbrenna)
CBS Chicago,Neutral,-14,563639,-310853,84,6710,10758470,10758470,[TikTok](https://www.tiktok.com/@cbschicago)
Alexis and Dean,Neutral,13,561083,-55373,41,13685,9554593,9554593,[TikTok](https://www.tiktok.com/@alexisanddean)
CFH Unfiltered,Left-Leaning,4,559530,-96159,23,24327,3716865,3716865,[TikTok](https://tiktok.com/@cfh.unfiltered)
James Talarico,Left-Leaning,18,559116,-986,19,29427,2797323,2797323,"[TikTok](https://www.tiktok.com/@teamtalaricohq), [TikTok](https://www.tiktok.com/@jamestalarico)"
Democratic Governors Association (DGA),Left-Leaning,-41,552910,-709755,66,8377,3660637,3660637,[TikTok](https://tiktok.com/@demgovs)
Off Jawaggon,Left-Leaning,87,550260,273018,22,25012,2262914,2262914,"[TikTok](https://www.tiktok.com/@off_jawaggon), [TikTok](https://www.tiktok.com/@off_jaw)"
Zach Foust,Neutral,254,546945,485864,45,12154,3431805,3431805,[TikTok](https://www.tiktok.com/@zacharyloft)
BloxCast,Neutral,1,541090,-109209,43,12583,3988491,3988491,[TikTok](https://www.tiktok.com/@bloxcast_)
The Tennessee Holler,Left-Leaning,-12,537916,-227542,413,1302,6823387,6823387,[TikTok](https://www.tiktok.com/@thetnholler)
Braedon Sorbo,Right-Leaning,18,532851,11700,55,9688,4290921,4290921,[TikTok](https://www.tiktok.com/@braedensorbo)
The National Desk,Right-Leaning,-68,521347,-1286590,350,1490,13545531,13545531,[TikTok](https://www.tiktok.com/@tndtok)
Gen-Z for Change,Left-Leaning,57,512003,172291,33,15515,3494326,3494326,[TikTok](https://tiktok.com/@genzforchange)
Hail the King,Right-Leaning,37,511313,88899,60,8522,4365739,4365739,[TikTok](https://www.tiktok.com/@hailtheking23)
AngryMaleVet,Left-Leaning,70,505373,199336,105,4813,4148204,4148204,[TikTok](https://www.tiktok.com/@angrymalevet)
Alexandria Ocasio-Cortez,Left-Leaning,-79,504148,-1505847,14,36011,3396300,3396300,"[TikTok](https://www.tiktok.com/@aoc), [TikTok](https://tiktok.com/@aocinthehouse)"
Millennial Mia,Left-Leaning,37,491824,80173,119,4133,4738944,4738944,[TikTok](https://www.tiktok.com/@millennial.mia)
Da’Vion Tatum,Left-Leaning,221,491591,413163,48,10241,2064047,2064047,[TikTok](https://www.tiktok.com/@iamdaviontatum)
Claudio Vallejo,Left-Leaning,219,489229,410691,41,11932,4899973,4899973,[TikTok](https://tiktok.com/@whatsupcv)
Mrs. Frazzled,Left-Leaning,-14,487738,-171198,73,6681,2795627,2795627,[TikTok](https://www.tiktok.com/@mrs.frazzled)
Epistemic,Left-Leaning,154,487479,365832,1,487479,2500000,2500000,[TikTok](https://www.tiktok.com/@epistemiccrisis)
Mark Kelly,Left-Leaning,187,484980,384308,16,30311,2994700,2994700,[TikTok](https://www.tiktok.com/@captmarkkelly)
impactforgood_,Left-Leaning,347,474223,452178,18,26346,2898939,2898939,[TikTok](https://tiktok.com/@impactforgood_)
Ding News,Right-Leaning,15,473137,-6497,33,14337,4657979,4657979,[TikTok](https://www.tiktok.com/@dingnewscorp)
Wired,Neutral,-12,467987,-160667,50,9360,4504692,4504692,[TikTok](https://www.tiktok.com/@wired)
Patrick Bet-David,Right-Leaning,62,466799,169975,77,6062,5109897,5109897,[TikTok](https://www.tiktok.com/@patrickbetdavid)
Anna Connelly,Left-Leaning,275,463779,419937,25,18551,2355540,2355540,[TikTok](https://www.tiktok.com/@annaconnellyiscool)
Trish Regan,Right-Leaning,10,462287,-27785,230,2010,6313382,6313382,[TikTok](https://www.tiktok.com/@trishregan)
Jess Craven,Left-Leaning,-29,462083,-276590,64,7220,2056883,2056883,[TikTok](https://tiktok.com/@jesscraven101)
Robert Arnold,Left-Leaning,-18,459520,-180815,10,45952,2074500,2074500,[TikTok](https://www.tiktok.com/@defiance13)
More Perfect Union,Left-Leaning,-116,456308,-2367063,50,9126,2893982,2893982,[TikTok](https://tiktok.com/@moreperfectunion)
The Guardian,Neutral,-63,455141,-782421,48,9482,7585275,7585275,[TikTok](https://www.tiktok.com/@guardian)
Your Favorite Guy,Left-Leaning,-108,453936,-2126065,27,16812,2545461,2545461,[TikTok](https://tiktok.com/@yourfavoriteguy)
Xaviaer DuRousseau,Right-Leaning,8,450786,-11112,27,16696,3361453,3361453,[TikTok](https://www.tiktok.com/@xaviaer)
Pastor Paul Drees,Left-Leaning,-49,450227,-472307,12,37519,2382200,2382200,[TikTok](https://www.tiktok.com/@pastorpauldrees)
Clay (What in Claynation),Left-Leaning,96,442675,280693,120,3689,5127498,5127498,[TikTok](https://www.tiktok.com/@whatinclaynation)
Head in the Office,Left-Leaning,-64,439323,-734804,23,19101,3697835,3697835,[TikTok](https://www.tiktok.com/@headintheoffice)
Johnny Palmadessa,Left-Leaning,-136,437898,-3619380,47,9317,3712714,3712714,[TikTok](https://tiktok.com/@johnnypalmadessa)
Jon Stewart,Left-Leaning,70,433110,209153,25,17324,5380568,5380568,[TikTok](https://www.tiktok.com/@weeklyshowpodcast)
Face the Nation,Neutral,-140,431528,-4127703,107,4033,11620903,11620903,[TikTok](https://tiktok.com/@facethenation)
Zeteo,Left-Leaning,60,429887,177364,143,3006,4013364,4013364,[TikTok](https://www.tiktok.com/@zeteonews)
David Gokhshtein,Right-Leaning,245,411520,362414,87,4730,11101215,11101215,[TikTok](https://www.tiktok.com/@davidgokhshtein)
Melanie Stansbury,Left-Leaning,-91,402591,-1222187,50,8052,2085574,2085574,[TikTok](https://tiktok.com/@repstansbury)
Nikita Redkar Dumptruck,Left-Leaning,189,397845,315379,17,23403,2250336,2250336,[TikTok](https://tiktok.com/@nikitadumptruck)
Mikie Sherrill,Left-Leaning,42,393374,89062,23,17103,2044604,2044604,[TikTok](https://www.tiktok.com/@teammikie)
Yahoo Finance,Neutral,27,389386,56706,103,3780,11436165,11436165,[TikTok](https://tiktok.com/@yahoofinance)
Ariana Jasmine Afshar,Left-Leaning,64,388691,173098,27,14396,1652399,1652399,[TikTok](https://tiktok.com/@arianajasmine___)
Danielle Ann,Left-Leaning,50,384534,126254,88,4370,1672041,1672041,[TikTok](https://tiktok.com/@chasingoz)
Omar Fateh,Left-Leaning,167,383687,288099,19,20194,6160130,6160130,[TikTok](https://www.tiktok.com/@omarfatehmn)
"Joe ""Pags"" Pagliarulo",Right-Leaning,19,379134,33972,33,11489,3715324,3715324,[TikTok](https://www.tiktok.com/@joepags)
Caulin Donaldson,Neutral,470,373282,369283,27,13825,1963404,1963404,[TikTok](https://www.tiktok.com/@trashcaulin)
CortlenFixesEverything,Left-Leaning,76,364607,197107,32,11394,1226274,1226274,[TikTok](https://www.tiktok.com/@cortlenfixeseverything)
Grand Ole Evan,Right-Leaning,-29,361424,-196632,25,14457,4265642,4265642,[TikTok](https://www.tiktok.com/@grand_ole_evan)
Both Sides News,Neutral,50,355074,109720,83,4278,4268778,4268778,[TikTok](https://www.tiktok.com/@bothsidesnews)
Matt & Justus,Left-Leaning,55,352887,133731,2,176444,3835445,3835445,[TikTok](https://www.tiktok.com/@mattandjustusofficial)
CBS News Bay Area,Neutral,22,352210,33585,15,23481,4266609,4266609,[TikTok](https://www.tiktok.com/@kpixtv)
Adam Mockler,Left-Leaning,-87,350511,-859491,82,4275,4202682,4202682,[TikTok](https://tiktok.com/@adammockler)
Pete Buttigieg,Left-Leaning,96,348398,207675,3,116133,2056500,2056500,[TikTok](https://www.tiktok.com/@petebuttigieg)
Conscious Lee - George Lee Jr,Left-Leaning,-48,347637,-299531,105,3311,2208737,2208737,[TikTok](https://tiktok.com/@theconsciouslee)
Tim Walz,Left-Leaning,-70,346074,-500017,7,49439,1926900,1926900,[TikTok](https://www.tiktok.com/@timwalz)
Jasmine Crockett,Left-Leaning,101,343828,211365,3,114609,1419200,1419200,[TikTok](https://tiktok.com/@jasmineforus)
ProPublica,Neutral,191,343751,277305,11,31250,2788632,2788632,[TikTok](https://www.tiktok.com/@ProPublica)
